dependency,label,project_language,count
zeep,Software,Python,2
zlib,Software,C++,2
zope-event,Software,Python,2
anyascii,RIS,Python,2
apidoc,RIS,Python,2
avro-python3,RIS,Python,2
azure-storage-blob,RIS,Python,2
Base,RIS,C++,2
BBmisc,RIS,R,2
bibclean,RIS,Python,2
bibtex,RIS,R,2
bidsschematools,RIS,Python,2
bluesky,RIS,Python,2
boost-program-options,RIS,C++,2
boost-system,RIS,C++,2
brainflow,RIS,Python,2
broom.mixed,RIS,R,2
cloudpathlib,RIS,Python,2
clustermq,RIS,R,2
cogapp,RIS,Python,2
datapackage,RIS,Python,2
DiagrammeRsvg,RIS,R,2
earthaccess,RIS,Python,2
eeglabio,RIS,Python,2
etelemetry,RIS,Python,2
fitsio,RIS,Python,2
geojsonio,RIS,R,2
GeoTIFF,RIS,C++,2
google-api-python-client,RIS,Python,2
google-auth-httplib2,RIS,Python,2
googleCloudStorageR,RIS,R,2
guzzle_sphinx_theme,RIS,Python,2
httplib2,RIS,Python,2
huxtable,RIS,R,2
ipfshttpclient,RIS,Python,2
ipynb-py-convert,RIS,Python,2
jpeg,RIS,R,2
jsonld,RIS,R,2
jupyterlab-myst,RIS,Python,2
jupyter-server-fileid,RIS,Python,2
markdown-katex,RIS,Python,2
mercantile,RIS,Python,2
mirai,RIS,R,2
mkdocs-video,RIS,Python,2
mne-bids,RIS,Python,2
MplusAutomation,RIS,R,2
msmb_theme,RIS,Python,2
myst-parser[linkify],RIS,Python,2
mzR,RIS,R,2
nanoparquet,RIS,R,2
nbsphinx_link,RIS,Python,2
netcdf,RIS,C++,2
officer,RIS,R,2
ogo.png,RIS,C,2
olefile,RIS,Python,2
openneuro-py,RIS,Python,2
paws.storage,RIS,R,2
pip-reqUIrements-parser,RIS,Python,2
planetary-computer,RIS,Python,2
prov,RIS,Python,2
pybtex-apa-style,RIS,Python,2
pyexcel,RIS,Python,2
pyfaidx,RIS,Python,2
pylatexenc,RIS,Python,2
pymatgen-analysis-defects,RIS,Python,2
pynvml,RIS,Python,2
pyotp,RIS,Python,2
pypdf,RIS,Python,2
py-serializable,RIS,Python,2
pytables,RIS,Python,2
python-markdown-math,RIS,Python,2
pyvisa,RIS,Python,2
pyxdf,RIS,Python,2
qiskit_ibm_runtime,RIS,Python,2
qs,RIS,R,2
rclcpp,RIS,C++,2
renku-sphinx-theme,RIS,Python,2
reno,RIS,Python,2
rentrez,RIS,R,2
schwimmbad,RIS,Python,2
secretbase,RIS,R,2
segyio,RIS,Python,2
setuptools_scm_git_archive,RIS,Python,2
simpervisor,RIS,Python,2
sphinx_click,RIS,Python,2
sphinx_fontawesome,RIS,Python,2
sphinx_markdown_tables,RIS,Python,2
sphinx_mdinclude,RIS,Python,2
sphinx_mdolab_theme,RIS,Python,2
sphinx_togglebutton,RIS,Python,2
sphinx-autodoc-annotation,RIS,Python,2
sphinx-comments,RIS,Python,2
sphinxcontrib.apidoc,RIS,Python,2
sphinxcontrib_googleanalytics,RIS,Python,2
sphinxcontrib-googleanalytics,RIS,Python,2
sphinxcontrib-httpdomain,RIS,Python,2
sphinxcontrib-svg2pdfconverter,RIS,Python,2
sphinxcontrib-youtube,RIS,Python,2
sphinx-external-toc,RIS,Python,2
sphinx-hoverxref,RIS,Python,2
sphinx-immaterial,RIS,Python,2
sphinx-jupyterbook-latex,RIS,Python,2
sphinx-multitoc-numbering,RIS,Python,2
sphinx-multiversion,RIS,Python,2
sphinx-paramlinks,RIS,Python,2
sphinx-press-theme,RIS,Python,2
sphinx-sitemap,RIS,Python,2
sphinx-toggleprompt,RIS,Python,2
spiceypy,RIS,Python,2
SQLite3,RIS,C,2
ssddata,RIS,R,2
std_msgs,RIS,C++,2
templateflow,RIS,Python,2
tensorboardX,RIS,Python,2
TIFF,RIS,C++,2
tinydb,RIS,Python,2
tufte,RIS,R,2
txtplot,RIS,R,2
txtq,RIS,R,2
uproot,RIS,Python,2
uritemplate,RIS,Python,2
useful,RIS,R,2
visualization_msgs,RIS,C++,2
wk,RIS,R,2
XlsxWriter,RIS,Python,2
absolufy-imports,Process,Python,2
ament_lint_auto,Process,C++,2
args,Process,C++,2
autoconf,Process,Python,2
biomformat,Process,R,2
cibUIldwheel,Process,Python,2
docker,Process,Python,2
doit,Process,Python,2
flake8-polyfill,Process,Python,2
nose2,Process,Python,2
packrat,Process,R,2
patool,Process,Python,2
poetry-dynamic-versioning,Process,Python,2
poetry-plugin-export,Process,Python,2
pryr,Process,R,2
pygithub,Process,Python,2
pytest-dependency,Process,Python,2
pytest-github-actions-annotate-failures,Process,Python,2
release-version,Process,Python,2
rq,Process,Python,2
rtds-action,Process,Python,2
rversions,Process,R,2
sphinx-exec-code,Process,Python,2
versioneer,Process,Python,2
xopen,Process,R,2
zstd,Process,C,2
accelerate,Modeling and simulation,Python,2
amgxwrapper,Modeling and simulation,C++,2
apsimx,Modeling and simulation,R,2
array_api_compat,Modeling and simulation,Python,2
astroplan,Modeling and simulation,Python,2
autograd,Modeling and simulation,Python,2
batman-package,Modeling and simulation,Python,2
blis,Modeling and simulation,Python,2
cardiac-geometries,Modeling and simulation,Python,2
CarrierCapture.jl,Modeling and simulation,Python,2
castor,Modeling and simulation,R,2
celerite,Modeling and simulation,Python,2
ceres,Modeling and simulation,C++,2
clarabel,Modeling and simulation,Python,2
cogent3,Modeling and simulation,Python,2
control,Modeling and simulation,Python,2
coolprop,Modeling and simulation,Python,2
cupy-cuda12x,Modeling and simulation,Python,2
diffrax,Modeling and simulation,Python,2
discretize,Modeling and simulation,Python,2
ducc0,Modeling and simulation,Python,2
easyunfold,Modeling and simulation,Python,2
ecos,Modeling and simulation,C++,2
Eigen,Modeling and simulation,C++,2
evd,Modeling and simulation,R,2
expint,Modeling and simulation,R,2
expm,Modeling and simulation,R,2
fenics-plotly,Modeling and simulation,Python,2
FFTW3,Modeling and simulation,C++,2
filterpy,Modeling and simulation,Python,2
flUIds,Modeling and simulation,Python,2
gsl,Modeling and simulation,C,2
GSL,Modeling and simulation,C++,2
gslcblas,Modeling and simulation,C,2
gym,Modeling and simulation,Python,2
hipblas,Modeling and simulation,C++,2
hipsparse,Modeling and simulation,C++,2
iapws,Modeling and simulation,Python,2
impedance,Modeling and simulation,Python,2
INLA,Modeling and simulation,R,2
itk-core,Modeling and simulation,Python,2
itk-filtering,Modeling and simulation,Python,2
itk-numerics,Modeling and simulation,Python,2
jax-cuda12-pjrt,Modeling and simulation,Python,2
lalsUIte,Modeling and simulation,Python,2
lcapy,Modeling and simulation,Python,2
material,Modeling and simulation,Python,2
math,Modeling and simulation,C++,2
mcmc,Modeling and simulation,R,2
MDAnalysis,Modeling and simulation,Python,2
mesh,Modeling and simulation,C++,2
minpack.lm,Modeling and simulation,R,2
mosek,Modeling and simulation,Python,2
myokit,Modeling and simulation,Python,2
NEURON,Modeling and simulation,Python,2
ngsolve,Modeling and simulation,Python,2
nimble,Modeling and simulation,R,2
NLopt,Modeling and simulation,C++,2
nonrad,Modeling and simulation,Python,2
novas,Modeling and simulation,Python,2
novas_de405,Modeling and simulation,Python,2
numDeriv,Modeling and simulation,R,2
NumPy,Modeling and simulation,C++,2
openpnm,Modeling and simulation,Python,2
PCL,Modeling and simulation,C++,2
pettingzoo,Modeling and simulation,Python,2
polytope,Modeling and simulation,Python,2
PyAstronomy,Modeling and simulation,Python,2
pybamm,Modeling and simulation,Python,2
pymc3,Modeling and simulation,Python,2
pys2let,Modeling and simulation,Python,2
py-sc-fermi,Modeling and simulation,Python,2
pyssht,Modeling and simulation,Python,2
pyswarms,Modeling and simulation,Python,2
pytest-harvest,Modeling and simulation,Python,2
python-semantic-release,Modeling and simulation,Python,2
qiskit,Modeling and simulation,Python,2
Radiation,Modeling and simulation,C++,2
RSpectra,Modeling and simulation,R,2
rustworkx,Modeling and simulation,Python,2
RWiener,Modeling and simulation,R,2
salib,Modeling and simulation,Python,2
sdmTMB,Modeling and simulation,R,2
Seqinfo,Modeling and simulation,R,2
sgp4,Modeling and simulation,Python,2
shakenbreak,Modeling and simulation,Python,2
simpy,Modeling and simulation,Python,2
skyfield,Modeling and simulation,Python,2
slam,Modeling and simulation,R,2
sparse,Modeling and simulation,Python,2
sqlitedict,Modeling and simulation,Python,2
svglib,Modeling and simulation,Python,2
swiftsimio,Modeling and simulation,Python,2
symengine,Modeling and simulation,Python,2
tensorly,Modeling and simulation,Python,2
tidySEM,Modeling and simulation,R,2
bridgesampling,Integrative analysis,R,2
cobalt,Integrative analysis,R,2
emmet-core,Integrative analysis,Python,2
lcmm,Integrative analysis,R,2
NetCDF,Integrative analysis,C++,2
python3,Integrative analysis,C++,2
ROI,Integrative analysis,R,2
cuda,Hardware,C,2
cudart,Hardware,C,2
hip,Hardware,C++,2
jax-cuda12-plugin,Hardware,Python,2
nvidia-cuda-nvcc-cu12,Hardware,Python,2
omp,Hardware,C++,2
OpenCL,Hardware,C++,2
roc,Hardware,C++,2
optht,Data analytics ,Python,2
airway,Data analytics,R,2
albumentations,Data analytics,Python,2
animation,Data analytics,R,2
antropy,Data analytics,Python,2
antspyx,Data analytics,Python,2
astropy_healpix,Data analytics,Python,2
awkward,Data analytics,Python,2
bbmle,Data analytics,R,2
betagen,Data analytics,Python,2
biglm,Data analytics,R,2
blavaan,Data analytics,R,2
blme,Data analytics,R,2
bootES,Data analytics,R,2
breakDown,Data analytics,R,2
catboost,Data analytics,Python,2
cattrs,Data analytics,Python,2
censReg,Data analytics,R,2
cfgrib,Data analytics,Python,2
cgam,Data analytics,R,2
chart-studio,Data analytics,Python,2
cmasher,Data analytics,Python,2
cmcrameri,Data analytics,Python,2
ComplexUpset,Data analytics,R,2
cplm,Data analytics,R,2
cvTools,Data analytics,R,2
dask-expr,Data analytics,Python,2
datashape,Data analytics,Python,2
dbscan,Data analytics,Python,2
dfidx,Data analytics,R,2
dicom2nifti,Data analytics,Python,2
diptest,Data analytics,R,2
dipy,Data analytics,Python,2
dscribe,Data analytics,Python,2
dynamicTreeCut,Data analytics,R,2
dynetx,Data analytics,Python,2
eccodes,Data analytics,C,2
edgeR,Data analytics,R,2
esda,Data analytics,Python,2
estimatr,Data analytics,R,2
extinction,Data analytics,Python,2
fastdtw,Data analytics,Python,2
fastDummies,Data analytics,R,2
fast-histogram,Data analytics,Python,2
fastmatch,Data analytics,R,2
fda,Data analytics,R,2
flox,Data analytics,Python,2
ftfy,Data analytics,Python,2
fuzzyjoin,Data analytics,R,2
gapminder,Data analytics,R,2
geemap,Data analytics,Python,2
geoviews,Data analytics,Python,2
gganimate,Data analytics,R,2
ggbio,Data analytics,R,2
ggcorrplot,Data analytics,R,2
ggfittext,Data analytics,R,2
ggnewscale,Data analytics,R,2
ggsci,Data analytics,R,2
ggsignif,Data analytics,R,2
ggVennDiagram,Data analytics,R,2
giotto-tda,Data analytics,Python,2
glmtoolbox,Data analytics,R,2
goftest,Data analytics,R,2
google-cloud-aiplatform,Data analytics,Python,2
google-genai,Data analytics,Python,2
gpyreg,Data analytics,Python,2
gstat,Data analytics,R,2
gsw,Data analytics,R,2
gtsummary,Data analytics,R,2
h2o,Data analytics,R,2
haldensify,Data analytics,R,2
haversine,Data analytics,Python,2
hdbscan,Data analytics,Python,2
heatmaply,Data analytics,R,2
imagehash,Data analytics,Python,2
inequality,Data analytics,Python,2
ipygany,Data analytics,Python,2
ipyvtklink,Data analytics,Python,2
ivreg,Data analytics,R,2
jax-tqdm,Data analytics,Python,2
jieba,Data analytics,Python,2
jwst,Data analytics,Python,2
langchain-community,Data analytics,Python,2
lastools,Data analytics,C++,2
leidenalg,Data analytics,Python,2
Levenshtein,Data analytics,Python,2
lfe,Data analytics,R,2
liac-arff,Data analytics,Python,2
libfmp,Data analytics,Python,2
lonboard,Data analytics,Python,2
mapview,Data analytics,R,2
matplotlib-label-lines,Data analytics,Python,2
matplotlib-venn,Data analytics,Python,2
MatrixGenerics,Data analytics,R,2
merDeriv,Data analytics,R,2
metpy,Data analytics,Python,2
Metrics,Data analytics,R,2
microbiome,Data analytics,R,2
mkdocs-awesome-pages-plugin,Data analytics,Python,2
mlbench,Data analytics,R,2
mle.tools,Data analytics,R,2
mlflow,Data analytics,Python,2
mlpack,Data analytics,C++,2
mlr,Data analytics,R,2
mlr3,Data analytics,R,2
mlr3misc,Data analytics,R,2
mocpy,Data analytics,Python,2
monai,Data analytics,Python,2
morphopy,Data analytics,Python,2
motifStack,Data analytics,R,2
mp-api,Data analytics,Python,2
mpl-scatter-density,Data analytics,Python,2
MsCoreUtils,Data analytics,R,2
multcomp,Data analytics,R,2
naniar,Data analytics,R,2
NbClust,Data analytics,R,2
nc-time-axis,Data analytics,Python,2
nFactors,Data analytics,R,2
nitime,Data analytics,Python,2
nnls,Data analytics,R,2
nnTensor,Data analytics,R,2
nortest,Data analytics,R,2
numpy-indexed,Data analytics,Python,2
odc-geo,Data analytics,Python,2
onnx,Data analytics,Python,2
openml,Data analytics,Python,2
openTSNE,Data analytics,Python,2
osmdata,Data analytics,R,2
ovito,Data analytics,Python,2
pandas-flavor,Data analytics,Python,2
panelr,Data analytics,R,2
paradox,Data analytics,R,2
perfplot,Data analytics,Python,2
persim,Data analytics,Python,2
pheatmap,Data analytics,R,2
phylolm,Data analytics,R,2
PIMS,Data analytics,Python,2
plot3D,Data analytics,R,2
porespy,Data analytics,Python,2
pretty_midi,Data analytics,Python,2
pROC,Data analytics,R,2
PROreg,Data analytics,R,2
pvclust,Data analytics,R,2
pwlf,Data analytics,Python,2
pyglm,Data analytics,Python,2
pyknos,Data analytics,Python,2
pymbar,Data analytics,Python,2
PyOpenGL_accelerate,Data analytics,Python,2
python-Levenshtein,Data analytics,Python,2
python-picard,Data analytics,Python,2
pytorch_lightning,Data analytics,Python,2
pytorch-lightning,Data analytics,Python,2
pyvis,Data analytics,Python,2
Rfast,Data analytics,R,2
ripser,Data analytics,Python,2
rmap,Data analytics,R,2
rnaturalearthdata,Data analytics,R,2
rouge-score,Data analytics,Python,2
RPostgreSQL,Data analytics,R,2
Rtree,Data analytics,Python,2
sampleSelection,Data analytics,R,2
scanpy,Data analytics,Python,2
scikit-opt,Data analytics,Python,2
Seurat,Data analytics,R,2
sigpy,Data analytics,Python,2
SingleCellExperiment,Data analytics,R,2
sjPlot,Data analytics,R,2
sjstats,Data analytics,R,2
skorch,Data analytics,Python,2
slicer,Data analytics,Python,2
sparsepca,Data analytics,R,2
spdep,Data analytics,R,2
speedglm,Data analytics,R,2
sphinx-thebe,Data analytics,Python,2
stats4,Data analytics,R,2
survminer,Data analytics,R,2
svylme,Data analytics,R,2
tarchetypes,Data analytics,R,2
TDA,Data analytics,R,2
tedana,Data analytics,Python,2
termplotlib,Data analytics,Python,2
torchio,Data analytics,Python,2
trackpy,Data analytics,Python,2
truncdist,Data analytics,R,2
truncnorm,Data analytics,R,2
truncreg,Data analytics,R,2
umap,Data analytics,R,2
UpSetR,Data analytics,R,2
urca,Data analytics,R,2
velociraptor,Data analytics,Python,2
VennDiagram,Data analytics,R,2
WeightIt,Data analytics,R,2
wfdb,Data analytics,Python,2
xrft,Data analytics,Python,2
yt,Data analytics,Python,2
party,Data analytics,R,2
randomForestSRC,Data analytics,R,2
${TEST_DIR},,C++,2
all,,Python,2
applications,,C++,2
apps,,C++,2
archive,,R,2
arkhe,,R,2
arro3-core,,Python,2
attempt,,R,2
base,,R,2
beniget,,Python,2
binding,,C++,2
bz2,,C++,2
clock,,R,2
codemeta,,R,2
contrib,,C++,2
conversion,,C++,2
cookiecutter,,Python,2
coop,,R,2
Core,,C++,2
dada2,,R,2
darkdetect,,Python,2
data,,C++,2
dd,,C++,2
deepdiff,,Python,2
dependency-groups,,Python,2
doc8,,Python,2
Docs,,C++,2
downloader,,R,2
e13tools,,Python,2
ee_extra,,Python,2
evel,,C++,2
examples EXCLUDE_FROM_ALL,,C++,2
flake8-pytest-style,,Python,2
flake8-quotes,,Python,2
flaky,,Python,2
folio,,R,2
fontBitstreamVera,,R,2
fontLiberation,,R,2
future.batchtools,,R,2
"gtest""
    EXCLUDE_FROM_ALL",,C++,2
h2,,Python,2
hal9001,,R,2
hjson,,Python,2
hoardr,,R,2
ibs,,C++,2
interp,,R,2
inux-gnu,,C,2
io,,C++,2
ir,,C++,2
janeaustenr,,R,2
jdcal,,Python,2
lazrs,,Python,2
legacy-api-wrap,,Python,2
LINK_PUBLIC,,C++,2
man,,C++,2
mapca,,Python,2
minerva,,R,2
misc,,C++,2
msmb_data,,Python,2
msmbUIlder,,Python,2
netdispatch,,Python,2
nycflights13,,R,2
openap,,Python,2
opera-utils,,Python,2
ordered_set,,Python,2
Particle,,C++,2
plugins,,C++,2
PMCMRplus,,R,2
pmtiles,,Python,2
poisson,,C++,2
pyphen,,Python,2
pytest-check,,Python,2
qqplotr,,R,2
qs2,,R,2
rdist,,R,2
recipes,,R,2
report,,R,2
rex,,R,2
share,,C++,2
showimage,,R,2
Source,,C++,2
source,,C++,2
spacy-lookups-data,,Python,2
strex,,R,2
strucchange,,R,2
tinysnapshot,,R,2
Tracy,,C++,2
tune,,R,2
types-paramiko,,Python,2
unit_test,,C++,2
universals,,R,2
Utils,,C++,2
version_information,,Python,2
vl-convert-python,,Python,2
weasel,,Python,2
xlwt,,Python,2
xml,,C++,2
y-py,,Python,2
piva,UI,Python,1
mkdocs-coverage,UI,Python,1
mkdocs-document-dates,UI,Python,1
mkdocs-markdownextradata-plugin,UI,Python,1
pywebview,UI,Python,1
atlas-ftag-tools,Software analytics,Python,1
binarysearchfile,Software,Python,1
cbor2,Software,Python,1
craterpy,Software,Python,1
crccheck,Software,Python,1
docker-pycreds,Software,Python,1
drawsvg,Software,Python,1
﻿accessible-pygments,Software,Python,1
jsonref,Software,Python,1
minijinja,Software,Python,1
mkl-service,Software,Python,1
opentelemetry-exporter-otlp-proto-common,Software,Python,1
opentelemetry-exporter-otlp-proto-grpc,Software,Python,1
opentelemetry-exporter-otlp-proto-http,Software,Python,1
opentelemetry-proto,Software,Python,1
pydantic-xml,Software,Python,1
pytest_notebook,Software,Python,1
pytest-deadfixtures,Software,Python,1
pytest-dotenv,Software,Python,1
pytest-recording,Software,Python,1
PyYaml,Software,Python,1
pyyaml-include,Software,Python,1
roman-datamodels,Software,Python,1
stdatamodels,Software,Python,1
tum-esm-utils,Software,Python,1
types-Deprecated,Software,Python,1
types-redis,Software,Python,1
types-ujson,Software,Python,1
uvicorn[standard],Software,Python,1
bagit,RIS,Python,1
cffconvert,RIS,Python,1
crds,RIS,Python,1
dlisio,RIS,Python,1
feedparser,RIS,Python,1
gwcs,RIS,Python,1
mne-lsl,RIS,Python,1
paho-mqtt,RIS,Python,1
pypdf2,RIS,Python,1
pystow,RIS,Python,1
python-frontmatter,RIS,Python,1
pyzotero,RIS,Python,1
s3path,RIS,Python,1
sgmllib3k,RIS,Python,1
sphinx_autorun,RIS,Python,1
sphinx_autosummary_accessors,RIS,Python,1
sphinxcontrib.redirects,RIS,Python,1
tenta,RIS,Python,1
tiledb,RIS,Python,1
ushahidi_sphinx_rtd_theme,RIS,Python,1
virgodc,RIS,Python,1
sphinxawesome-theme,RIS,Python,1
approvaltests,Process,Python,1
delocate,Process,Python,1
retry,Process,Python,1
tqdm-joblib,Process,Python,1
contique,Modeling and simulation,Python,1
dna_features_viewer_lite,Modeling and simulation,Python,1
drizzlepac,Modeling and simulation,Python,1
einsumt,Modeling and simulation,Python,1
flash-attn,Modeling and simulation,Python,1
flopy,Modeling and simulation,Python,1
gstools,Modeling and simulation,Python,1
hcipy,Modeling and simulation,Python,1
mango-agents,Modeling and simulation,Python,1
ndsplines,Modeling and simulation,Python,1
numbalsoda,Modeling and simulation,Python,1
opt_einsum,Modeling and simulation,Python,1
pastas,Modeling and simulation,Python,1
PICOS,Modeling and simulation,Python,1
PuLP,Modeling and simulation,Python,1
pypsa,Modeling and simulation,Python,1
qlayers,Modeling and simulation,Python,1
spherical-geometry,Modeling and simulation,Python,1
stpsf,Modeling and simulation,Python,1
tensortrax,Modeling and simulation,Python,1
tweakwcs,Modeling and simulation,Python,1
webbpsf,Modeling and simulation,Python,1
windpowerlib,Modeling and simulation,Python,1
serial,Hardware,Python,1
data_slicer,Data analytics ,Python,1
igor2,Data analytics ,Python,1
anthropic,Data analytics,Python,1
antimeridian,Data analytics,Python,1
basemap,Data analytics,Python,1
biotite,Data analytics,Python,1
brainglobe-atlasapi,Data analytics,Python,1
brainglobe-heatmap,Data analytics,Python,1
brainrender,Data analytics,Python,1
brainspace,Data analytics,Python,1
cohere,Data analytics,Python,1
comet_ml,Data analytics,Python,1
datamapplot,Data analytics,Python,1
deep-forest,Data analytics,Python,1
demandlib,Data analytics,Python,1
drizzle,Data analytics,Python,1
feret,Data analytics,Python,1
fooof,Data analytics,Python,1
gene-fetch,Data analytics,Python,1
ginjax,Data analytics,Python,1
hsi-wizard,Data analytics,Python,1
litellm,Data analytics,Python,1
mistralai,Data analytics,Python,1
mne-connectivity,Data analytics,Python,1
mrmr_selection,Data analytics,Python,1
neurocaps,Data analytics,Python,1
neuromaps,Data analytics,Python,1
nolds,Data analytics,Python,1
nptdms,Data analytics,Python,1
pybispectra,Data analytics,Python,1
pyemu,Data analytics,Python,1
pynrrd,Data analytics,Python,1
pyod,Data analytics,Python,1
pyparrm,Data analytics,Python,1
python-resize-image,Data analytics,Python,1
quanteda.textstats,Data analytics,R,1
rdata,Data analytics,Python,1
readtext,Data analytics,R,1
rembg,Data analytics,Python,1
scikit-lexicographical-trees,Data analytics,Python,1
scikit-longitudinal,Data analytics,Python,1
skops,Data analytics,Python,1
SpecsVerification,Data analytics,R,1
spectral,Data analytics,Python,1
standard-precip,Data analytics,Python,1
surfplot,Data analytics,Python,1
svgpath2mpl,Data analytics,Python,1
topic-wizard,Data analytics,Python,1
weblogo,Data analytics,Python,1
welly,Data analytics,Python,1
""" ""ddc"" SYSTEM",,C++,1
""" ""googletest"" SYSTEM",,C++,1
""" ""kokkos"" SYSTEM",,C++,1
""" ""kokkos-kernels"" SYSTEM",,C++,1
""" ""koliop"" SYSTEM",,C++,1
"""matplotlib"",",,Python,1
"""nibabel"",",,Python,1
"""nilearn"",",,Python,1
"""numpy"",",,Python,1
"""openpyxl"",",,Python,1
"""pandas"",",,Python,1
"""pathlib"",",,Python,1
"""scipy"",",,Python,1
"""seaborn"",",,Python,1
${_dir},,C++,1
${AMREX_HYDRO_SUBMOD_LOCATION},,C++,1
${app_dir},,C++,1
${BINDIR_LOC},,C++,1
${blue_framework_SOURCE_DIR} ${blue_framework_BINARY_DIR},,C++,1
${cc_SOURCE_DIR} ${cc_BINARY_DIR} EXCLUDE_FROM_ALL,,C++,1
${component},,C++,1
${dep_gtest_SOURCE_DIR} ${dep_gtest_BINARY_DIR} EXCLUDE_FROM_ALL,,C++,1
${dep_liblas_SOURCE_DIR} ${dep_liblas_BINARY_DIR} EXCLUDE_FROM_ALL,,C++,1
${dir},,C++,1
${entry},,C++,1
${example},,C++,1
${file_in},,C++,1
${format},,C++,1
"${googletest_SOURCE_DIR}
      ${googletest_BINARY_DIR}
      EXCLUDE_FROM_ALL",,C++,1
${lib},,C++,1
${libphysica_SOURCE_DIR},,C++,1
${NOAHMP_HOME} ${NOAHMP_BIN},,C++,1
${path},,C++,1
${PROJECT_NAME},,C++,1
${pybind11_SOURCE_DIR} ${pybind11_BINARY_DIR},,C++,1
"${pybind11_sources_SOURCE_DIR}
    ${pybind11_sources_BINARY_DIR}",,C++,1
${schema},,C++,1
${SRC_DIR},,C++,1
${subdir},,C++,1
${SUNDIALS_SUBMOD_LOCATION},,C++,1
${TESTS_DIR},,C++,1
${vmtk_directory},,C++,1
${zlib_SOURCE_DIR} ${zlib_BINARY_DIR} EXCLUDE_FROM_ALL,,C++,1
${zlib-ng_SOURCE_DIR} ${zlib-ng_BINARY_DIR} EXCLUDE_FROM_ALL,,C++,1
",
",,Python,1
.[all],,Python,1
.[binder],,Python,1
.[dev],,Python,1
.[full],,Python,1
__vtkname__,,Python,1
01_1DFFT,,C++,1
02_2DFFT,,C++,1
03_NDFFT,,C++,1
04_batchedFFT,,C++,1
05_1DFFT_HOST_DEVICE,,C++,1
06_1DFFT_reuse_plans,,C++,1
07_unmanaged_views,,C++,1
08_inplace_FFT,,C++,1
09_derivative,,C++,1
10_HasegawaWakatani,,C++,1
11dof,,C++,1
11dof-gpu,,C++,1
18dof,,C++,1
18dof-gpu,,C++,1
24dof,,C++,1
24dof-gpu,,C++,1
3dfier,,C++,1
3rd_imgUI,,C++,1
3rd_party,,C++,1
ABecLaplacian_C,,C++,1
ABL,,C++,1
about-time,,Python,1
abseil-cpp EXCLUDE_FROM_ALL,,C++,1
abses,,Python,1
ACCFFT,,C++,1
acres,,Python,1
acrod,,Python,1
actisleep-tracker,,Python,1
Actuators,,C++,1
adabelief-tf,,Python,1
add_delete_skels,,C++,1
addict,,Python,1
ade4,,R,1
adephylo,,R,1
adespatial,,R,1
adiak,,C++,1
adjustText,,Python,1
adjusttext,,Python,1
ads,,Python,1
Advection,,C++,1
advection,,C++,1
Advection_AmrCore,,C++,1
afscgap,,Python,1
afterglowpy,,Python,1
ag5Tools,,R,1
AGN,,C++,1
agricolae,,R,1
AICcmodavg,,R,1
AIgarMIC,,Python,1
aigarmic,,Python,1
aimsim_core,,Python,1
aiodns,,Python,1
aiohttp-apispec,,Python,1
aiohttp-client-cache,,Python,1
aioredis,,Python,1
aioshutil,,Python,1
aiounittest,,Python,1
ajar,,Python,1
albucore,,Python,1
alchemlyb,,Python,1
alchemtest,,Python,1
ALEPlot,,R,1
algo,,C++,1
algo_ext,,C++,1
algorithms,,C++,1
alifedata_phyloinformatics_convert,,Python,1
alive_progress,,Python,1
alive-progress,,Python,1
allensdk,,Python,1
allure-pytest,,Python,1
allure-python-commons,,Python,1
alluvial,,R,1
altair-tiles,,Python,1
altdoc,,R,1
alto,,R,1
alvadescpy,,Python,1
amap,,R,1
amazon-braket-pennylane-plugin,,Python,1
amdhip64,,C,1
ament_cmake_python,,C++,1
amerika,,R,1
amgcl,,C++,1
AMGX,,C++,1
ampl_module_base,,Python,1
ampl_module_highs,,Python,1
Amplifier,,C++,1
amplpy,,Python,1
amply,,Python,1
Amr,,C++,1
AmrCore,,C++,1
amrdata,,C++,1
AMR-density,,C++,1
AMR-zoom,,C++,1
anaconda,,Python,1
analysis,,C++,1
Analysis,,C++,1
analytical,,C++,1
ANCOMBC,,R,1
anesthetic,,Python,1
ang-cjk,,C++,1
annexremote,,Python,1
AnnotationDbi,,R,1
annoy,,Python,1
antio,,Python,1
antlr,,C++,1
APEX,,C++,1
ap-features,,Python,1
apispec,,Python,1
aplpy,,Python,1
app,,C++,1
appeears,,R,1
appenv,,C++,1
applesoss,,Python,1
application,,C++,1
ApplyButterworthHighpass1D,,C++,1
app-model,,Python,1
apportionment,,Python,1
approximation,,C++,1
apscheduler,,Python,1
APScheduler,,Python,1
apyori,,Python,1
arby,,Python,1
archetypal,,Python,1
archivist,,R,1
archspec,,Python,1
arcticpy,,Python,1
areal,,C++,1
argue,,Python,1
arithmetic,,C++,1
arm,,R,1
armadillo,,C++,1
array-api-compat,,Python,1
arules,,R,1
arviz-base,,Python,1
arxiv,,Python,1
ascends,,Python,1
ascii_frame,,Python,1
asdf-astropy,,Python,1
asgard,,C++,1
ASGS.foyer,,R,1
Asio,,C++,1
asreview,,Python,1
asreview-datatools,,Python,1
assertive.base,,R,1
assertive.properties,,R,1
assertive.types,,R,1
assertpy,,Python,1
assertr,,R,1
assimp,,C++,1
assortnet,,R,1
ast-comments,,Python,1
asteroid_sphinx_theme,,Python,1
astroalign,,Python,1
astromodels,,Python,1
astropy-sphinx-theme,,Python,1
astrostarfish,,Python,1
asyncio,,Python,1
async-property,,Python,1
