dependency,label,project_language,count
pyobjc-framework-applescriptobjc,,Python,1
pyobjc-framework-applicationservices,,Python,1
pyobjc-framework-apptrackingtransparency,,Python,1
pyobjc-framework-audiovideobridging,,Python,1
pyobjc-framework-authenticationservices,,Python,1
pyobjc-framework-automaticassessmentconfiguration,,Python,1
pyobjc-framework-automator,,Python,1
pyobjc-framework-avfoundation,,Python,1
pyobjc-framework-avkit,,Python,1
pyobjc-framework-avrouting,,Python,1
pyobjc-framework-backgroundassets,,Python,1
pyobjc-framework-browserenginekit,,Python,1
pyobjc-framework-businesschat,,Python,1
pyobjc-framework-calendarstore,,Python,1
pyobjc-framework-callkit,,Python,1
pyobjc-framework-carbon,,Python,1
pyobjc-framework-cfnetwork,,Python,1
pyobjc-framework-cinematic,,Python,1
pyobjc-framework-classkit,,Python,1
pyobjc-framework-cloudkit,,Python,1
pyobjc-framework-collaboration,,Python,1
pyobjc-framework-colorsync,,Python,1
pyobjc-framework-contacts,,Python,1
pyobjc-framework-contactsUI,,Python,1
pyobjc-framework-coreaudio,,Python,1
pyobjc-framework-coreaudiokit,,Python,1
pyobjc-framework-corebluetooth,,Python,1
pyobjc-framework-coredata,,Python,1
pyobjc-framework-corehaptics,,Python,1
pyobjc-framework-corelocation,,Python,1
pyobjc-framework-coremedia,,Python,1
pyobjc-framework-coremediaio,,Python,1
pyobjc-framework-coremidi,,Python,1
pyobjc-framework-coreml,,Python,1
pyobjc-framework-coremotion,,Python,1
pyobjc-framework-coreservices,,Python,1
pyobjc-framework-corespotlight,,Python,1
pyobjc-framework-coretext,,Python,1
pyobjc-framework-corewlan,,Python,1
pyobjc-framework-cryptotokenkit,,Python,1
pyobjc-framework-datadetection,,Python,1
pyobjc-framework-devicecheck,,Python,1
pyobjc-framework-devicediscoveryextension,,Python,1
pyobjc-framework-dictionaryservices,,Python,1
pyobjc-framework-discrecording,,Python,1
pyobjc-framework-discrecordingUI,,Python,1
pyobjc-framework-diskarbitration,,Python,1
pyobjc-framework-dvdplayback,,Python,1
pyobjc-framework-eventkit,,Python,1
pyobjc-framework-exceptionhandling,,Python,1
pyobjc-framework-executionpolicy,,Python,1
pyobjc-framework-extensionkit,,Python,1
pyobjc-framework-externalaccessory,,Python,1
pyobjc-framework-fileprovider,,Python,1
pyobjc-framework-fileproviderUI,,Python,1
pyobjc-framework-findersync,,Python,1
pyobjc-framework-fsevents,,Python,1
pyobjc-framework-fskit,,Python,1
pyobjc-framework-gamecenter,,Python,1
pyobjc-framework-gamecontroller,,Python,1
pyobjc-framework-gamekit,,Python,1
pyobjc-framework-gameplaykit,,Python,1
pyobjc-framework-healthkit,,Python,1
pyobjc-framework-imagecapturecore,,Python,1
pyobjc-framework-inputmethodkit,,Python,1
pyobjc-framework-installerplugins,,Python,1
pyobjc-framework-instantmessage,,Python,1
pyobjc-framework-intents,,Python,1
pyobjc-framework-intentsUI,,Python,1
pyobjc-framework-iobluetooth,,Python,1
pyobjc-framework-iobluetoothUI,,Python,1
pyobjc-framework-iosurface,,Python,1
pyobjc-framework-ituneslibrary,,Python,1
pyobjc-framework-kernelmanagement,,Python,1
pyobjc-framework-latentsemanticmapping,,Python,1
pyobjc-framework-launchservices,,Python,1
pyobjc-framework-libdispatch,,Python,1
pyobjc-framework-libxpc,,Python,1
pyobjc-framework-linkpresentation,,Python,1
pyobjc-framework-localauthentication,,Python,1
pyobjc-framework-localauthenticationembeddedUI,,Python,1
pyobjc-framework-mailkit,,Python,1
pyobjc-framework-mapkit,,Python,1
pyobjc-framework-mediaaccessibility,,Python,1
pyobjc-framework-mediaextension,,Python,1
pyobjc-framework-medialibrary,,Python,1
pyobjc-framework-mediaplayer,,Python,1
pyobjc-framework-mediatoolbox,,Python,1
pyobjc-framework-metal,,Python,1
pyobjc-framework-metalfx,,Python,1
pyobjc-framework-metalkit,,Python,1
pyobjc-framework-metalperformanceshaders,,Python,1
pyobjc-framework-metalperformanceshadersgraph,,Python,1
pyobjc-framework-metrickit,,Python,1
pyobjc-framework-mlcompute,,Python,1
pyobjc-framework-modelio,,Python,1
pyobjc-framework-multipeerconnectivity,,Python,1
pyobjc-framework-naturallanguage,,Python,1
pyobjc-framework-netfs,,Python,1
pyobjc-framework-network,,Python,1
pyobjc-framework-networkextension,,Python,1
pyobjc-framework-notificationcenter,,Python,1
pyobjc-framework-opendirectory,,Python,1
pyobjc-framework-osakit,,Python,1
pyobjc-framework-oslog,,Python,1
pyobjc-framework-passkit,,Python,1
pyobjc-framework-pencilkit,,Python,1
pyobjc-framework-phase,,Python,1
pyobjc-framework-photos,,Python,1
pyobjc-framework-photosUI,,Python,1
pyobjc-framework-preferencepanes,,Python,1
pyobjc-framework-pushkit,,Python,1
pyobjc-framework-quartz,,Python,1
pyobjc-framework-qUIcklookthumbnailing,,Python,1
pyobjc-framework-replaykit,,Python,1
pyobjc-framework-safariservices,,Python,1
pyobjc-framework-safetykit,,Python,1
pyobjc-framework-scenekit,,Python,1
pyobjc-framework-screencapturekit,,Python,1
pyobjc-framework-screensaver,,Python,1
pyobjc-framework-screentime,,Python,1
pyobjc-framework-scriptingbridge,,Python,1
pyobjc-framework-searchkit,,Python,1
pyobjc-framework-security,,Python,1
pyobjc-framework-securityfoundation,,Python,1
pyobjc-framework-securityinterface,,Python,1
pyobjc-framework-securityUI,,Python,1
pyobjc-framework-sensitivecontentanalysis,,Python,1
pyobjc-framework-servicemanagement,,Python,1
pyobjc-framework-sharedwithyou,,Python,1
pyobjc-framework-sharedwithyoucore,,Python,1
pyobjc-framework-shazamkit,,Python,1
pyobjc-framework-social,,Python,1
pyobjc-framework-soundanalysis,,Python,1
pyobjc-framework-speech,,Python,1
pyobjc-framework-spritekit,,Python,1
pyobjc-framework-storekit,,Python,1
pyobjc-framework-symbols,,Python,1
pyobjc-framework-syncservices,,Python,1
pyobjc-framework-systemconfiguration,,Python,1
pyobjc-framework-systemextensions,,Python,1
pyobjc-framework-threadnetwork,,Python,1
pyobjc-framework-uniformtypeidentifiers,,Python,1
pyobjc-framework-usernotifications,,Python,1
pyobjc-framework-usernotificationsUI,,Python,1
pyobjc-framework-videosubscriberaccount,,Python,1
pyobjc-framework-videotoolbox,,Python,1
pyobjc-framework-virtualization,,Python,1
pyobjc-framework-vision,,Python,1
pyobjc-framework-webkit,,Python,1
pyodbc,,Python,1
Pyomo,,Python,1
pyOpenBCI,,Python,1
pyopenbci,,Python,1
pyopengl-accelerate,,Python,1
pyopensky,,Python,1
pyOpenSSL,,Python,1
pypdb,,Python,1
PyPDF2,,Python,1
pypeit,,Python,1
pypet2bids,,Python,1
PyPI,,Python,1
pypistats,,Python,1
pypng,,Python,1
pypoly2tri,,Python,1
pypoman,,Python,1
pyprecice,,Python,1
pyprind,,Python,1
pyprobe-data,,Python,1
pyprop8,,Python,1
pyqrcode,,Python,1
PyQt3D,,Python,1
PyQt5-stubs,,Python,1
pyqt6-qt6,,Python,1
PyQt6-Qt6,,Python,1
pyqt6-sip,,Python,1
pyqtconfig,,Python,1
pyquaternion,,Python,1
pyquery,,Python,1
pyradiosky,,Python,1
pyramid,,Python,1
pyramid_jinja2,,Python,1
pyramid_openapi3,,Python,1
pyramid_rewrite,,Python,1
pyramid_skosprovider,,Python,1
pyramid_tm,,Python,1
pyramid-debugtoolbar,,Python,1
pyramid-jinja2,,Python,1
pyramid-mako,,Python,1
pyramid-openapi3,,Python,1
pyramid-rewrite,,Python,1
pyramid-skosprovider,,Python,1
pyramid-tm,,Python,1
pyread_eagle,,Python,1
pyro-api,,Python,1
pyrodigal,,Python,1
pyrokinetics-plugin-examples,,Python,1
pyromat,,Python,1
pyrootutils,,Python,1
pyroute2,,Python,1
Pyrsistent,,Python,1
pysal,,Python,1
pysaml2,,Python,1
pyscreeze,,Python,1
PySDM-examples,,Python,1
pysedm,,Python,1
PySide6-Essentials,,Python,1
pyslalib,,Python,1
pysmarts,,Python,1
pysmiles,,Python,1
pyspice,,Python,1
py-spy,,Python,1
pysqa,,Python,1
pystack3d-napari,,Python,1
pystackreg,,Python,1
pystospa,,C++,1
pyswarm,,Python,1
pyswmm,,Python,1
pyteomics,,Python,1
pytesseract,,Python,1
pytest_cov,,Python,1
pytest_socket,,Python,1
pytest-aiohttp,,Python,1
pytest-astropy-header,,Python,1
pytest-beartype,,Python,1
pytest-clarity,,Python,1
pytest-console-scripts,,Python,1
pytest-custom-exit-code,,Python,1
pytest-datafiles,,Python,1
pytest-describe,,Python,1
pytest-emoji,,Python,1
pytest-expecter,,Python,1
pytest-fail-slow,,Python,1
pytest-filter-subpackage,,Python,1
pytest-forked,,Python,1
pytest-localserver,,Python,1
pytest-memray,,Python,1
pytest-mypy,,Python,1
pytest-playwright,,Python,1
pytest-pretty,,Python,1
pytest-profiling,,Python,1
pytest-raises,,Python,1
pytest-random,,Python,1
pytest-retry,,Python,1
pytest-rng,,Python,1
pytest-ruff,,Python,1
pytest-socket,,Python,1
pytest-spark,,Python,1
pytest-sphinx,,Python,1
pytest-vcr,,Python,1
python_dateutil,,Python,1
python3.4,,C++,1
python-benedict,,Python,1
python-calamine,,Python,1
python-cmr,,Python,1
python-copasi,,Python,1
python-docx,,Python,1
python-engineio,,Python,1
python-gdcm,,Python,1
python-gnupg,,Python,1
python-keycloak,,Python,1
python-libsbml,,Python,1
python-ligo-lw,,Python,1
python-logstash,,Python,1
python-louvain,,Python,1
python-magic-bin,,Python,1
pythonnet,,Python,1
python-nexus,,Python,1
python-nightscout,,Python,1
python-rapidjson,,Python,1
python-snap7,,Python,1
python-socketio,,Python,1
python-termstyle,,Python,1
python-ulid,,Python,1
python-xlib,,Python,1
pythreejs,,Python,1
pytmd,,Python,1
pytoml,,Python,1
pytoolconfig,,Python,1
pytorchcv,,Python,1
pytorch-ignite,,Python,1
pytransform3d,,Python,1
pyts,,Python,1
pytzdata,,Python,1
PyVISA,,Python,1
pyvisa-py,,Python,1
pyvista-xarray,,Python,1
pyvkfft,,Python,1
pyvsnr,,Python,1
pywaterflood,,Python,1
pywbt,,Python,1
pywdpa,,Python,1
pywinbox,,Python,1
pywinctl,,Python,1
pyxdg,,Python,1
pyxid,,Python,1
pyxlsb,,Python,1
pyYAML,,Python,1
pyyaml_env_tag,,Python,1
pyzstd,,Python,1
qasm3,,C++,1
qasync,,Python,1
QCC_DB_LIB,,C++,1
qd,,C++,1
qd_cascade,,C++,1
qdarkstyle,,Python,1
qdmi,,C++,1
QFeatures,,R,1
qhull,,C++,1
Qhull,,C++,1
QHULL,,C++,1
qir,,C++,1
qiskit-aer,,Python,1
qiskit-algorithms,,Python,1
qiskit-experiments,,Python,1
qiskit-ibm-experiment,,Python,1
qiskit-ibm-runtime,,Python,1
qiskit-optimization,,Python,1
qiskit-sphinx-theme,,Python,1
qmcpy,,Python,1
qpalm,,Python,1
qpax,,Python,1
qpcR,,R,1
qpsolvers,,Python,1
qpsolvers[open-source-solvers],,Python,1
qrcode,,Python,1
QSimpleUpdater,,C++,1
qsnr,,C++,1
QT,,C++,1
Qt4,,C++,1
Qt5Core,,C++,1
Qt6,,C++,1
qt6-tools,,Python,1
qtgallery,,Python,1
QThreads,,C++,1
qtl2,,R,1
qt-material,,Python,1
QtXlsxWriter,,C++,1
quaac,,Python,1
QuadMath,,C++,1
quadrature,,C++,1
quantities,,Python,1
quantization,,C++,1
quantmod,,R,1
quartodoc,,Python,1
quaternion_interpolation,,C++,1
quax,,Python,1
quax-blocks,,Python,1
quaxed,,Python,1
qudida,,Python,1
questionr,,R,1
QUIckJSR,,R,1
qUIre,,C++,1
qutip,,Python,1
R.matlab,,R,1
r2d3,,R,1
R2jags,,R,1
r4ss,,R,1
radio-beam,,Python,1
RAMClustR,,R,1
ramp,,Python,1
randisi,,C++,1
randomNames,,R,1
ranges,,C++,1
rank-bm25,,Python,1
ransac,,C++,1
RapidJSON,,C++,1
rapidtide,,Python,1
rarfile,,Python,1
rARPACK,,R,1
rastervision,,Python,1
rastervision-aws-batch,,Python,1
rastervision-aws-s3,,Python,1
rastervision-core,,Python,1
rastervision-pipeline,,Python,1
rastervision-pytorch-backend,,Python,1
rastervision-pytorch-learner,,Python,1
ratelim,,Python,1
ratelimiter,,Python,1
rational,,C++,1
rawpy,,Jupyter Notebook,1
ray[debug],,Python,1
RBDL,,C++,1
RBDyn,,C++,1
RBGL,,R,1
rbiouml,,R,1
rbokeh,,R,1
RCaNmodel,,R,1
rcdk,,R,1
Rcgmin,,R,1
rcites,,R,1
rclcpp_components,,C++,1
rclcpp_lifecycle,,C++,1
rclpy,,C++,1
RcppDist,,R,1
RcppRoll,,R,1
RcppSimdJson,,R,1
RcppTOML,,R,1
rcrossref,,R,1
rcslice,,Python,1
rcssmin,,Python,1
Rdatasets,,R,1
rdcmchecks,,R,1
RDCOMClient,,R,1
Rdimtools,,R,1
RDMACM,,C++,1
re,,C++,1
re2,,R,1
Readline,,C++,1
readline,,C++,1
readODS,,R,1
readthedocs-sphinx-ext,,Python,1
real_time_tools,,C++,1
rebound,,Python,1
rectangle-packer,,Python,1
redbaron,,Python,1
redis-server,,Python,1
Redistribute,,C++,1
redux,,R,1
ref_index,,Python,1
reference,,C++,1
reference_fmus,,C++,1
regioneR,,R,1
regions,,Python,1
RegTests,,C++,1
rejson,,Python,1
relations,,R,1
Relaxometry,,C++,1
reliability,,Python,1
remotior-sensus,,Python,1
rempsyc,,R,1
rename_images,,Python,1
renard-pipeline,,Python,1
renderer,,C++,1
Rendering,,C++,1
reorder,,C++,1
reporters-db,,Python,1
Repository,,Python,1
Represent,,Python,1
Requests,,Python,1
requests_ftp,,Python,1
requests_toolbelt,,Python,1
requests-html,,Python,1
requests-mock,,Python,1
reqUIrements-detector,,Python,1
reqUIrements-parser,,Python,1
reqUIres,,Python,1
rerddap,,R,1
rerun,,C++,1
resampy,,Python,1
resdata,,Python,1
reservoir,,R,1
resources,,C++,1
rfc3161ng,,Python,1
rfc3987,,Python,1
rgbif,,R,1
rgcam,,R,1
rgeoboundaries,,R,1
Rglpk,,R,1
Rgraphviz,,R,1
rh5,,C++,1
rh5v2,,C++,1
rhdf5,,R,1
rhdf5filters,,R,1
Rhdf5lib,,R,1
rheia,,Python,1
rhino3dm,,Python,1
rhino-shapley-interop,,Python,1
RhpcBLASctl,,R,1
richdem,,Python,1
riesling,,C++,1
rigid_chain,,C++,1
rigid_cubes,,C++,1
rigid_loop,,C++,1
rigid_shapes,,C++,1
RigidBody,,C++,1
rio,,R,1
rio-vrt,,Python,1
rje,,R,1
rl,,C++,1
rmapshaper,,R,1
rmcorr,,R,1
Rmisc,,R,1
Rmpfr,,R,1
rms-vax,,Python,1
RMTstat,,R,1
rn,,C++,1
RNetCDF,,R,1
RNifti,,R,1
RNiftyReg,,R,1
RoadXMLViewer,,C++,1
roboschool,,Python,1
robot_models,,C++,1
RobStatTM,,R,1
robustHD,,R,1
robustica,,Python,1
robustlmm,,R,1
Rock,,C++,1
ROCR,,R,1
rocsolver,,C++,1
RodTracker,,Python,1
ROI.plugin.cbc,,R,1
ROI.plugin.glpk,,R,1
roman,,Python,1
romano,,C++,1
romspline,,Python,1
roots,,C++,1
rootSolve,,R,1
rootutils,,Python,1
rope,,Python,1
ROS_INF,,C++,1
ROS_LIB,,C++,1
ROS_UTL,,C++,1
rosbags,,Python,1
rosenbrock,,C++,1
rosidl_default_generators,,C++,1
rostest,,C++,1
rotation_error,,C++,1
rotl,,R,1
routingpy,,Python,1
rovigatti,,C++,1
rowan,,Python,1
rpackageutils,,R,1
RPC,,C++,1
rpgpy,,Python,1
rply,,C++,1
rpm,,C++,1
RPostgres,,R,1
RPushbullet,,R,1
rpyc,,Python,1
rq-dashboard,,Python,1
rrcovNA,,R,1
RRF,,R,1
rs1090,,Python,1
rsa_mpi,,C++,1
rsconnect,,R,1
rsdmx,,R,1
rsm,,R,1
RSocrata,,R,1
rstackdeque,,R,1
rstatix,,R,1
rstcheck-core,,Python,1
rstpm2,,R,1
rtdists,,R,1
rtds_action,,Python,1
rticles,,R,1
rtlab-asyncip,,C++,1
rtmlib,,Python,1
rtoml,,Python,1
RTriangle,,R,1
rt-utils,,Python,1
rtweet,,R,1
ruamel_yaml,,Python,1
RUnit,,R,1
run-pooltool,,Python,1
runtime,,C++,1
rvg,,R,1
rviz_common,,C++,1
rviz_default_plugins,,C++,1
rviz_ogre_vendor,,C++,1
rviz_rendering,,C++,1
Rvmmin,,R,1
rw,,C++,1
RWeka,,R,1
rworldxtra,,R,1
rx,,Python,1
Ryacas,,R,1
ryu,,Python,1
sacred,,Python,1
sads,,R,1
safe,,Python,1
safe-assert,,Python,1
safety-schemas,,Python,1
safitty,,Python,1
samewords,,Python,1
samplics,,Python,1
sampling,,C++,1
sanic,,Python,1
sanic_limiter,,Python,1
sanic-cors,,Python,1
Sanitizers,,C,1
sankee,,Python,1
sasmodels,,Python,1
sb3_contrib,,Python,1
sb3-contrib,,Python,1
sbmlsh,,Python,1
sbtools,,R,1
SC,,C++,1
sc,,C++,1
ScalarAdvDiff,,C++,1
ScaledMatrix,,R,1
scalene,,Python,1
scaling,,C++,1
scam,,R,1
ScanConvertCurvilinearArray,,C++,1
ScanConvertPhasedArray3D,,C++,1
ScanConvertSliceSeries,,C++,1
scater,,R,1
scatterplot3d,,R,1
scenario_assessment,,Python,1
scenes,,C++,1
schedule,,Python,1
Schemas,,C++,1
scico,,R,1
science,,C++,1
SciencePlots,,Python,1
scikit_image,,Python,1
scikit-bio,,Python,1
scikit-bUIld-core,,Python,1
scikit-fda,,Python,1
scikit-fmm,,Python,1
scikit-rf,,Python,1
scikit-spatial,,Python,1
scilogger,,Python,1
scimap-clustering,,Python,1
scimap-mcmicro,,Python,1
scimap-merge-h5ad,,Python,1
scipp,,Python,1
scipt,,Python,1
SciPy,,C++,1
scisave,,Python,1
scispacy,,Python,1
scitokens,,Python,1
scitrack,,Python,1
scnlib,,C++,1
sconecmd,,C++,1
sconehfd,,C++,1
sconelib,,C++,1
sconestudio,,C++,1
sconeunittests,,C++,1
scoop,,Python,1
SCOREC,,C++,1
Scorer,,C++,1
scp,,Python,1
scri,,Python,1
script,,Python,1
scripts,,C++,1
scripts EXCLUDE_FROM_ALL,,C++,1
scrubr,,R,1
scuttle,,R,1
sdcflows,,Python,1
sdnotify,,Python,1
se_2_3,,C++,1
se2,,C++,1
se3,,C++,1
SEAHORS,,R,1
Seamount,,C++,1
seas,,R,1
secondarycoolantprops,,Python,1
sectionproperties,,Python,1
seekpath,,Python,1
seewave,,R,1
segment_anything,,Python,1
segmentation-models-pytorch,,Python,1
segysak,,Python,1
selalib_distributed,,C++,1
selectolax,,Python,1
selenium-requests,,Python,1
semantic-version,,Python,1
sendgrid,,Python,1
SENSEI,,C++,1
sensemakr,,R,1
sensor_msgs,,C++,1
SeqAn,,C++,1
seqLogo,,R,1
sequana_sphinxext,,Python,1
sequences,,C++,1
Sequences,,C++,1
sesame2spiner,,C++,1
session_info,,Python,1
setigen,,Python,1
setoptconf-tmp,,Python,1
settings,,R,1
SeuratObject,,R,1
sfdct,,R,1
sfdmap2,,Python,1
sgal3,,C++,1
shades,,R,1
shape,,C++,1
shape_msgs,,C++,1
SHAPELIB,,C++,1
shared_memory,,C++,1
sharedmem,,Python,1
sheep_lca,,Python,1
shelved-cache,,Python,1
shiboken2,,Python,1
shiny.i18n,,R,1
shinyAce,,R,1
shinyalert,,R,1
shinyFeedback,,R,1
shinyhelper,,R,1
shinystan,,R,1
shmem,,C++,1
Shoc,,C++,1
shortuUId,,Python,1
showtext,,R,1
showtextdb,,R,1
shtns,,Python,1
shutup,,Python,1
sigfig,,Python,1
signs,,R,1
SIM_INF,,C++,1
SIM_LIB,,C++,1
SimDesign,,R,1
simpeg,,Python,1
simple_frames,,C++,1
simple_openid_connect,,Python,1
simpleaudio,,Python,1
simpleeval,,Python,1
simpleitk,,Python,1
simplekml,,Python,1
SimpleModel,,C++,1
simple-openapi-client,,Python,1
simple-pid,,Python,1
simplesam,,Python,1
SimpleVDFModel,,C++,1
simple-websocket,,Python,1
simsurvey,,Python,1
Simulation,,C++,1
simulation,,C++,1
simulation_event_handler,,C++,1
simulators,,C++,1
singularity-eos,,C++,1
singularity-eos_Interface,,C++,1
singularity-hpc,,Python,1
sip-python,,Python,1
sire,,Python,1
SkewHyperbolic,,R,1
skfeature-chappers,,Python,1
skia-pathops,,Python,1
skimage,,Python,1
skimpy,,Python,1
skimr,,R,1
skiplistcollections,,Python,1
skll,,,1
skosprovider,,Python,1
skosprovider_getty,,Python,1
skosprovider_rdf,,Python,1
skosprovider_sqlalchemy,,Python,1
skosprovider-getty,,Python,1
skosprovider-rdf,,Python,1
skosprovider-sqlalchemy,,Python,1
skrebate,,Python,1
SL,,C++,1
sl3,,R,1
SlicerExecutionModel,,C++,1
Slint,,C++,1
slitronomy,,Python,1
slixmpp,,Python,1
SLURM,,C++,1
sly,,Python,1
smac,,Python,1
smact,,Python,1
small_gicp,,C++,1
smithers,,Python,1
smriprep,,Python,1
snacli,,Python,1
snaphu,,Python,1
sncosmo,,Python,1
snewpy,,Python,1
sniffer,,Python,1
snk-cli,,Python,1
snow,,R,1
snowflake-snowpark-python,,Python,1
snowglobes_data,,Python,1
snub,,Python,1
snuggs,,Python,1
so2,,C++,1
so3,,C++,1
sodium,,R,1
soft_bodies,,C++,1
"solara-server[dev,starlette]",,Python,1
solara-UI[all],,Python,1
solarfactors,,Python,1
solar-system-ephemerides,,Python,1
solcore,,Python,1
solveFromFiles,,C++,1
solver,,C++,1
Solver,,C++,1
solvers,,C++,1
sorn,,C++,1
sotu,,R,1
SoundFile,,Python,1
sourcery,,Python,1
sourmash,,Python,1
soxr,,Python,1
spacetime,,C++,1
spacetrack,,Python,1
spaghetti,,Python,1
spam,,R,1
SPARQLTransformer,,Python,1
sparse_blas,,C++,1
sparse_dot_mkl,,Python,1
sparseMatrixStats,,R,1
sparsestack,,Python,1
spatialpandas,,Python,1
SpatialPosition,,R,1
spatstat,,R,1
spatstat.explore,,R,1
spatstat.model,,R,1
spatstat.random,,R,1
spbabel,,R,1
spbench EXCLUDE_FROM_ALL,,C++,1
spbla,,C++,1
spData,,R,1
specialized,,C++,1
speciesinfo,,C++,1
speclite,,Python,1
Spectra,,R,1
spectrapepper,,Python,1
spectres,,Python,1
speechpy,,Python,1
speed_test,,C++,1
spex,,R,1
spgrep,,Python,1
sphere,,C++,1
spheres,,C++,1
SPHINX,,C++,1
sphinx_book_theme,,Python,1
sphinx_lfs_content,,Python,1
sphinx_minipres,,Python,1
sphinx_panels,,Python,1
sphinx_py3doc_enhanced_theme,,Python,1
sphinx_pyproject,,Python,1
sphinx_subfigure,,Python,1
sphinx_tabs,,Python,1
sphinx-astrorefs,,Python,1
sphinx-autodoc-defaultargs,,Python,1
sphinx-autosummary-accessors,,Python,1
sphinxbootstrap4theme,,Python,1
sphinxcontrib,,Python,1
sphinxcontrib.applehelp,,Python,1
sphinxcontrib.jquery,,Python,1
sphinxcontrib.mermaid,,Python,1
sphinxcontrib.towncrier,,Python,1
sphinxcontrib_addmetahtml,,Python,1
sphinxcontrib_bibtex,,Python,1
sphinxcontrib_spelling,,Python,1
sphinxcontrib-asciinema,,Python,1
sphinxcontrib-autoprogram,,Python,1
sphinxcontrib-datatemplates,,Python,1
sphinxcontrib-fulltoc,,Python,1
sphinxcontrib-github-alt,,Python,1
sphinxcontrib-images,,Python,1
sphinxcontrib-katex,,Python,1
sphinxcontrib-matlabdomain,,Python,1
sphinxcontrib-openapi,,Python,1
sphinxcontrib-rust,,Python,1
sphinxcontrib-svg2pdfconverter[Cairosvg],,Python,1
sphinxcontrib-tikz,,Python,1
sphinx-docstring-typing,,Python,1
sphinxext.opengraph,,Python,1
sphinxext_altair,,Python,1
sphinxext-altair,,Python,1
sphinx-github-style,,Python,1
sphinx-material,,Python,1
sphinx-nbexamples,,Python,1
sphinxprettysearchresults,,Python,1
sphinx-pyproject,,Python,1
sphinx-removed-in,,Python,1
sphinx-reredirects,,Python,1
Sphinx-Substitution-Extensions,,Python,1
sphinx-theme,,Python,1
sphinx-tippy,,Python,1
sphinx-typlog-theme,,Python,1
spice,,C++,1
spice SYSTEM,,C++,1
SpiecEasi,,R,1
spiner,,C++,1
spiner_test,,C++,1
splancs,,R,1
splashR,,R,1
splatter,,R,1
spleeter,,Python,1
splot,,Python,1
spmodel,,R,1
spmv,,C++,1
spot,,C++,1
sps,,R,1
spsComps,,R,1
sqlalchemy_repr,,Python,1
sqlalchemy_utils,,Python,1
SQLAlchemy-Utils,,Python,1
sqldf,,R,1
SQLITE3,,C++,1
SquallLine_2D,,C++,1
Src,,C++,1
src discotec,,C++,1
SRS,,R,1
srt,,Python,1
ss3sim,,R,1
ssqueezepy,,Python,1
stable_baselines3,,Python,1
stable-baselines3,,Python,1
stabs,,R,1
stackstac,,Python,1
StandardMathLibrary,,C++,1
stanio,,Python,1
starlette_exporter,,Python,1
starred-astro,,Python,1
statannotations,,Python,1
static_scenario_generator,,Python,1
Stats,,C++,1
statsExpressions,,R,1
std_srvs,,C++,1
STDEXEC,,C++,1
stellarcollapse2spiner,,C++,1
stestr,,Python,1
stl,,C++,1
stl_reader,,C++,1
stm,,,1
stop,,C++,1
storr,,R,1
strauss,,Python,1
stream,,C++,1
stream-pose-ml,,Python,1
STRINGdb,,R,1
striprtf,,Python,1
subprocess32,,Python,1
subspace_writer,,C++,1
suds-py3,,Python,1
sUItcase-nomad-camels-hdf5,,Python,1
sUItesparse,,C++,1
summarytools,,R,1
sumo,,Python,1
suncalc,,Python,1
sundials,,C++,1
SuperCell_3D,,C++,1
superheat,,R,1
SuperLU,,C++,1
superlu,,C++,1
superqt,,Python,1
SuppDists,,R,1
SurvMetrics,,R,1
Susceptibility,,C++,1
SVE,,C++,1
svgelements,,Python,1
svgPanZoom,,R,1
svgpathtools,,Python,1
svgutils,,Python,1
svml,,C++,1
SWI2_ex1,,C++,1
SWI2_ex2,,C++,1
SWI2_ex3,,C++,1
swifft_static,,C++,1
swiftgalaxy,,Python,1
swifttools,,Python,1
swmm-toolkit,,Python,1
symfc,,Python,1
synchronizer,,C++,1
synxflow,,C++,1
syrupy,,Python,1
sysfonts,,R,1
sysidentpy,,Python,1
sz,,C,1
SZ3c,,C,1
t,,Python,1
T8,,C++,1
t8_fortran_interface,,C++,1
t8example,,C++,1
tableHTML,,R,1
tableschema,,Python,1
tagcloud,,R,1
takum,,C++,1
TA-Lib,,Python,1
ta-lib,,Python,1
tapered,,C++,1
targets,,R,1
taskipy,,Python,1
tasks,,C++,1
taxa,,R,1
taxonomy-resolver,,Python,1
taxopy,,Python,1
taylor,,C++,1
TaylorGreenVortex,,C++,1
taywee,,C++,1
tcltk,,R,1
tcmlib,,Python,1
td,,C++,1
td_cascade,,C++,1
TDAstats,,R,1
tdqm,,Python,1
tdtax,,Python,1
technical,,Python,1
teeplot,,Python,1
teiphy,,Python,1
TemperatureSource,,C++,1
tempora,,Python,1
temporalio,,Python,1
tensor,,C++,1
tensorA,,R,1
tensorflow_addons,,Python,1
tensorflow_hub,,Python,1
tensorflow-cpu,,Python,1
tensorflow-intel,,Python,1
tensorflow-macos,,Python,1
tensorflow-probability,,Python,1
tensorly_sphinx_theme,,Python,1
tensorly-torch,,Python,1
tensorstore,,Python,1
Test,,C++,1
TEST,,Python,1
test EXCLUDE_FROM_ALL,,C++,1
test_BioDeg,,C++,1
test_driver,,C++,1
testcontainers,,Python,1
testflo,,Python,1
testing,,C++,1
testing_tools,,C++,1
testit,,R,1
tests EXCLUDE_FROM_ALL,,C++,1
testsUIte,,C++,1
tetgen,,C++,1
texext,,Python,1
text2vec,,R,1
textdata,,,1
textdescriptives,,Python,1
textual,,Python,1
textwrapper,,Python,1
textx,,Python,1
